Model,Power_W,LuminousFlux_lm,CCT_K,CRI,Efficiency_lm_W,IP_Rating,Dimensions_mm,Material,Driver
NA,1956,120,5700,NA,120,IP65,3x210,"Equipment and material shall comply with description, rating, type and size as detailed in this",aesthetically
